,theta,sal,depth,nitrate,lon,lat,date,year,month,day,profile,cruise,vessel,density
8236,   2.7954,  34.3718,833,    42.34,147.505333333,40.0016666667, 2012/07/31,2012.0,7.0,31.0,275.0, 12-06, R/V Ryofu Maru,27.2738808361
8237,   2.6669,  34.4061,930,    42.38,147.505333333,40.0016666667, 2012/07/31,2012.0,7.0,31.0,275.0, 12-06, R/V Ryofu Maru,27.3123410582
8238,   2.4807,  34.4455,1070,    42.48,147.505333333,40.0016666667, 2012/07/31,2012.0,7.0,31.0,275.0, 12-06, R/V Ryofu Maru,27.3595641406
8239,   2.2721,  34.4961,1270,    42.21,147.505333333,40.0016666667, 2012/07/31,2012.0,7.0,31.0,275.0, 12-06, R/V Ryofu Maru,27.4171477712
8240,   2.0955,  34.5348,1470,    41.90,147.505333333,40.0016666667, 2012/07/31,2012.0,7.0,31.0,275.0, 12-06, R/V Ryofu Maru,27.4622268725
8241,   1.9388,  34.5673,1670,    41.45,147.505333333,40.0016666667, 2012/07/31,2012.0,7.0,31.0,275.0, 12-06, R/V Ryofu Maru,27.5004667655
8242,   1.7834,  34.5958,1870,    40.86,147.505333333,40.0016666667, 2012/07/31,2012.0,7.0,31.0,275.0, 12-06, R/V Ryofu Maru,27.5351392465
8243,   1.6515,  34.6167,2069,    39.83,147.505333333,40.0016666667, 2012/07/31,2012.0,7.0,31.0,275.0, 12-06, R/V Ryofu Maru,27.5617245661
8244,   1.5440,  34.6331,2270,    39.13,147.505333333,40.0016666667, 2012/07/31,2012.0,7.0,31.0,275.0, 12-06, R/V Ryofu Maru,27.5827344679
8245,   1.4561,  34.6451,2469,    38.66,147.505333333,40.0016666667, 2012/07/31,2012.0,7.0,31.0,275.0, 12-06, R/V Ryofu Maru,27.5986864461
8246,   1.3804,  34.6552,2670,    37.88,147.505333333,40.0016666667, 2012/07/31,2012.0,7.0,31.0,275.0, 12-06, R/V Ryofu Maru,27.6121628622
8247,   1.3260,  34.6619,2872,    37.67,147.505333333,40.0016666667, 2012/07/31,2012.0,7.0,31.0,275.0, 12-06, R/V Ryofu Maru,27.6213590192
8248,   1.3260,  34.6619,2872,    37.78,147.505333333,40.0016666667, 2012/07/31,2012.0,7.0,31.0,275.0, 12-06, R/V Ryofu Maru,27.6213590192
8249,   1.2688,  34.6685,3081,    37.17,147.505333333,40.0016666667, 2012/07/31,2012.0,7.0,31.0,275.0, 12-06, R/V Ryofu Maru,27.6306344435
8250,   1.2199,  34.6738,3331,    36.74,147.505333333,40.0016666667, 2012/07/31,2012.0,7.0,31.0,275.0, 12-06, R/V Ryofu Maru,27.6382588279
8251,   1.1803,  34.6782,3579,    36.46,147.505333333,40.0016666667, 2012/07/31,2012.0,7.0,31.0,275.0, 12-06, R/V Ryofu Maru,27.6444979661
8252,   1.1463,  34.6817,3829,    36.16,147.505333333,40.0016666667, 2012/07/31,2012.0,7.0,31.0,275.0, 12-06, R/V Ryofu Maru,27.6496174733
8253,   1.1167,  34.6847,4080,    35.91,147.505333333,40.0016666667, 2012/07/31,2012.0,7.0,31.0,275.0, 12-06, R/V Ryofu Maru,27.6540252434
8254,   1.0982,  34.6869,4330,    35.75,147.505333333,40.0016666667, 2012/07/31,2012.0,7.0,31.0,275.0, 12-06, R/V Ryofu Maru,27.6570343811
8255,   1.0842,  34.6885,4580,    35.56,147.505333333,40.0016666667, 2012/07/31,2012.0,7.0,31.0,275.0, 12-06, R/V Ryofu Maru,27.6592569313
8256,   1.0739,  34.6896,4831,    35.47,147.505333333,40.0016666667, 2012/07/31,2012.0,7.0,31.0,275.0, 12-06, R/V Ryofu Maru,27.6608288902
8257,   1.0654,  34.6906,5080,    35.36,147.505333333,40.0016666667, 2012/07/31,2012.0,7.0,31.0,275.0, 12-06, R/V Ryofu Maru,27.6621988844
8258,   1.0654,  34.6906,5080,    35.51,147.505333333,40.0016666667, 2012/07/31,2012.0,7.0,31.0,275.0, 12-06, R/V Ryofu Maru,27.6621988844
8259,   1.0583,  34.6912,5324,    35.22,147.505333333,40.0016666667, 2012/07/31,2012.0,7.0,31.0,275.0, 12-06, R/V Ryofu Maru,27.6631544527
8260,  19.0536,  32.9754,0,     1.90,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,23.3623274556
8261,  15.4210,  33.1204,12,     2.04,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,24.3256292133
8262,   5.1059,  33.3360,52,    18.06,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,26.2227657267
8263,   3.1592,  33.3816,102,    21.82,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,26.4558332965
8264,   2.8923,  33.4461,152,    26.27,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,26.5304892594
8265,   3.1875,  33.6145,202,    32.26,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,26.6379520119
8266,   2.4031,  33.6015,252,    36.50,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,26.6948674854
8267,   2.6720,  33.6715,282,    37.84,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,26.7282927298
8268,   3.2071,  33.8822,372,    40.75,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,26.8484138856
8269,   3.2071,  33.8822,372,    40.51,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,26.8484138856
8270,   3.3257,  34.0403,474,    42.40,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,26.9627545455
8271,   3.5201,  34.1815,572,    41.57,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,27.0561604023
8272,   3.1149,  34.2407,675,    42.89,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,27.1411463676
8273,   2.8944,  34.3056,774,    43.19,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,27.2125555688
8274,   2.7241,  34.3479,872,    43.36,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,27.2611410838
8275,   2.6041,  34.3919,973,    42.98,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,27.3064664227
8276,   2.4137,  34.4489,1135,    42.67,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,27.3678907574
8277,   2.2713,  34.5106,1336,    42.45,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,27.4287509765
8278,   2.0555,  34.5439,1534,    42.24,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,27.4726548853
8279,   1.9144,  34.5754,1736,    41.48,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,27.5088177676
8280,   1.7710,  34.5994,1933,    40.72,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,27.5389508833
8281,   1.6328,  34.6205,2135,    40.00,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,27.5661446592
8282,   1.5337,  34.6348,2331,    39.33,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,27.5848429732
8283,   1.4495,  34.6463,2532,    38.67,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,27.6001191144
8284,   1.3814,  34.6550,2732,    38.15,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,27.6119321296
8285,   1.3812,  34.6551,2732,    38.08,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,27.6120261829
8286,   1.3248,  34.6620,2930,    37.63,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,27.6215233025
8287,   1.2644,  34.6690,3170,    37.10,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,27.6313401404
8288,   1.2121,  34.6747,3420,    36.79,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,27.6395159004
8289,   1.1728,  34.6789,3669,    36.44,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,27.6455709129
8290,   1.1383,  34.6826,3917,    36.22,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,27.6508811069
8291,   1.1119,  34.6854,4170,    35.95,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,27.6549096511
8292,   1.0932,  34.6875,4420,    35.58,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,27.6578512629
8293,   1.0798,  34.6891,4669,    35.60,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,27.6600326023
8294,   1.0714,  34.6899,4921,    35.25,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,27.6612366239
8295,   1.0608,  34.6910,5169,    35.41,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,27.6628270643
8296,   1.0568,  34.6914,5300,    35.10,147.994333333,40.0291666667, 2012/07/31,2012.0,7.0,31.0,276.0, 12-06, R/V Ryofu Maru,27.6634148029
8297,  18.5856,  33.1251,0,     0.04,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,23.5915615122
8298,  13.9672,  33.6465,10,     0.47,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,25.0356442275
8299,   8.6372,  33.9285,50,     9.75,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,26.2149732815
8300,   7.5931,  33.8662,100,    10.47,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,26.3209092167
8301,   4.8425,  33.5686,149,    16.31,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,26.4353301408
8302,   3.5089,  33.4737,199,    21.15,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,26.4967061298
8303,   3.2019,  33.5391,248,    27.32,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,26.5768672153
8304,   2.9551,  33.6428,302,    33.60,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,26.6811298132
8305,   3.3286,  33.8684,401,    38.51,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,26.8262553597
8306,   3.6447,  34.0768,500,    40.73,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,26.9611880251
8307,   3.4348,  34.1667,600,    41.91,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,27.0526083299
8308,   3.1051,  34.2256,700,    43.06,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,27.1300661664
8309,   3.1095,  34.3447,801,    42.13,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,27.2241298988
8310,   2.7251,  34.4131,899,    42.31,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,27.3128439814
8311,   2.7251,  34.4131,899,    42.32,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,27.3128439814
8312,   2.5939,  34.4334,1002,    42.33,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,27.3403210184
8313,   2.4552,  34.4616,1200,    42.33,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,27.3745125404
8314,   2.3209,  34.4929,1400,    42.26,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,27.410591166
8315,   2.1805,  34.5227,1600,    42.48,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,27.4457686772
8316,   1.9668,  34.5653,1800,    41.61,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,27.4966873491
8317,   1.7988,  34.5938,2003,    40.82,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,27.532372822
8318,   1.6458,  34.6191,2202,    39.69,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,27.5640627033
8319,   1.5670,  34.6297,2402,    39.23,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,27.5783376837
8320,   1.4645,  34.6443,2600,    38.67,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,27.5974428015
8321,   1.4014,  34.6528,2800,    38.16,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,27.6087520958
8322,   1.4014,  34.6528,2800,    38.14,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,27.6087520958
8323,   1.3360,  34.6606,3000,    37.78,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,27.6196166328
8324,   1.2707,  34.6681,3251,    39.47,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,27.6301825912
8325,   1.2216,  34.6737,3502,    36.83,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,27.6380615713
8326,   1.1801,  34.6782,3752,    36.48,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,27.6445116714
8327,   1.1456,  34.6818,4002,    36.03,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,27.6497450546
8328,   1.1151,  34.6851,4250,    35.71,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,27.6544532855
8329,   1.0940,  34.6874,4500,    35.54,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,27.6577173851
8330,   1.0806,  34.6888,4750,    35.38,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,27.6597389838
8331,   1.0729,  34.6897,5000,    35.35,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,27.6609760053
8332,   1.0654,  34.6904,5251,    35.26,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,27.6620390033
8333,   1.0601,  34.6909,5417,    35.16,148.512166667,40.0208333333, 2012/07/31,2012.0,7.0,31.0,277.0, 12-06, R/V Ryofu Maru,27.6627940311
8334,  19.3064,  32.8905,0,     1.20,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,23.2348059573
8335,  15.7640,  33.1641,11,     0.06,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,24.2832539688
8336,   6.5230,  33.6731,52,    13.58,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,26.3155410597
8337,   5.1683,  33.5862,102,    16.52,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,26.4126319003
8338,   3.7237,  33.4884,152,    20.36,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,26.4878475577
8339,   2.8642,  33.4563,201,    24.73,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,26.541010462
8340,   2.7660,  33.5634,251,    31.82,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,26.6344592469
8341,   2.8701,  33.7309,333,    39.14,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,26.7584853684
8342,   3.3397,  33.9313,432,    40.51,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,26.8750663846
8343,   3.3843,  34.0709,532,    42.21,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,26.981497267
8344,   3.3069,  34.1887,634,    42.50,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,27.0821271969
8345,   3.2073,  34.2628,733,    42.31,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,27.1501561572
8346,   3.1267,  34.3344,832,    42.08,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,27.2143798836
8347,   2.7763,  34.3567,931,    42.69,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,27.2635678689
8348,   2.6549,  34.4235,1072,    42.45,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,27.3272035656
8349,   2.4247,  34.4787,1273,    42.67,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,27.390669408
8350,   2.2014,  34.5195,1474,    42.44,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,27.4415299907
8351,   2.0363,  34.5526,1672,    42.03,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,27.4811040419
8352,   1.8851,  34.5787,1873,    41.33,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,27.5137161655
8353,   1.7543,  34.6013,2072,    40.61,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,27.5417309376
8354,   1.6349,  34.6201,2272,    40.06,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,27.5656698135
8355,   1.5414,  34.6337,2473,    39.11,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,27.5834031766
8356,   1.4532,  34.6457,2672,    38.38,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,27.5993740663
8357,   1.3812,  34.6552,2872,    38.23,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,27.6121060259
8358,   1.3242,  34.6620,3084,    37.62,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,27.6215655071
8359,   1.3242,  34.6620,3084,    37.59,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,27.6215655071
8360,   1.2643,  34.6690,3331,    37.23,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,27.6313470991
8361,   1.2141,  34.6746,3582,    36.71,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,27.6392981225
8362,   1.1771,  34.6786,3831,    36.40,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,27.6450368133
8363,   1.1434,  34.6822,4083,    36.16,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,27.650214486
8364,   1.1177,  34.6849,4331,    35.79,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,27.654117362
8365,   1.1177,  34.6849,4331,    35.82,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,27.654117362
8366,   1.0977,  34.6872,4582,    35.68,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,27.6573079164
8367,   1.0811,  34.6889,4833,    35.42,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,27.659785284
8368,   1.0715,  34.6901,5082,    35.45,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,27.6613897861
8369,   1.0641,  34.6906,5331,    35.29,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,27.6622860722
8370,   1.0581,  34.6911,5521,    35.15,149.017833333,40.0146666667, 2012/07/31,2012.0,7.0,31.0,278.0, 12-06, R/V Ryofu Maru,27.6630879068
8371,  18.8654,  32.6179,0,     0.00,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,23.1403256662
8372,  16.1822,  33.4855,12,     0.03,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,24.4334517642
8373,   7.4464,  33.7721,52,    11.75,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,26.2681910212
8374,   5.9524,  33.7379,101,    18.59,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,26.4386514577
8375,   4.7646,  33.6326,152,    20.82,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,26.4943325633
8376,   3.2346,  33.5289,202,    26.58,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,26.5658143664
8377,   3.3104,  33.6299,252,    30.58,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,26.6389314026
8378,   3.4827,  33.7040,285,    32.73,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,26.6815628174
8379,   3.8939,  33.8973,375,    36.58,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,26.7945605462
8380,   4.3252,  34.1315,475,    38.48,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,26.9352343172
8381,   3.7799,  34.1725,572,    40.64,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,27.0236070771
8382,   3.2239,  34.1912,672,    42.31,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,27.0918488163
8383,   3.0400,  34.2575,774,    42.92,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,27.1612986351
8384,   3.0814,  34.3484,872,    42.13,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,27.2296398791
8385,   2.7952,  34.3697,973,    42.47,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,27.2722308023
8386,   2.5389,  34.4261,1134,    42.61,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,27.3392136527
8387,   2.3390,  34.4891,1334,    42.56,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,27.4060732395
8388,   2.1365,  34.5282,1534,    42.16,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,27.4536909318
8389,   1.9884,  34.5598,1733,    41.74,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,27.4906131263
8390,   1.9884,  34.5598,1733,    41.89,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,27.4906131263
8391,   1.8344,  34.5876,1933,    41.09,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,27.5247102643
8392,   1.6897,  34.6113,2137,    40.24,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,27.5545668692
8393,   1.5771,  34.6286,2335,    39.34,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,27.5767185147
8394,   1.4928,  34.6404,2533,    38.93,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,27.5922850373
8395,   1.4170,  34.6504,2732,    38.22,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,27.6057222347
8396,   1.4170,  34.6504,2732,    38.11,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,27.6057222347
8397,   1.3541,  34.6582,2932,    37.64,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,27.6164223098
8398,   1.2895,  34.6660,3173,    37.25,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,27.6271932965
8399,   1.2371,  34.6720,3422,    36.98,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,27.6356316793
8400,   1.1924,  34.6768,3670,    36.46,149.667,40.0243333333, 2012/08/01,2012.0,8.0,1.0,279.0, 12-06, R/V Ryofu Maru,27.6425492121
